Question Rank,Movie ID,Movie Title,Distribution,Hype,Recency,Audience,Sentiment,Style,Drama,Thrill,Release,Action
3262,3263,The Warriors Way,0.143,0.192,-0.239,1.014,0.567,0.706,-1.357,0.990,0.704,0.075
3263,3264,Where the Money Is,0.200,-1.074,-0.549,0.874,0.299,0.261,0.711,1.123,0.078,0.701
3264,3265,Underclassman,-0.404,-2.316,0.562,0.582,0.081,0.639,0.886,-0.003,0.565,-1.194
3265,3266,Never Die Alone,-0.343,0.147,0.102,0.281,-0.629,-0.139,-0.249,0.573,0.039,0.609
3266,3267,Swing Kids,-1.001,-1.117,0.188,-0.868,-0.398,0.031,0.443,-0.039,0.354,-0.178
3267,3268,Phantoms,1.713,-0.311,0.974,0.315,0.163,-1.109,0.762,-0.130,-1.537,0.129
3268,3269,Batman: Mask of the Phantasm,0.515,0.807,0.869,-0.090,0.729,0.062,0.235,0.340,0.622,-0.439
3269,3270,Central Station,0.692,-0.094,0.165,0.130,0.756,0.869,-0.269,-1.371,0.112,0.661
3270,3271,"Elvira, Mistress of the Dark",0.125,1.001,0.231,0.013,-0.074,-0.068,-0.237,-1.231,-2.138,-1.257
3271,3272,Islands in the Stream,-0.711,0.520,1.394,0.820,-0.071,-1.320,0.025,0.336,1.153,0.827
3272,3273,Iris,-0.921,-2.499,0.092,0.214,0.588,-0.710,-0.481,0.565,0.807,0.461
3273,3274,A Night in Heaven,0.804,0.477,1.587,-0.653,-0.005,-0.670,-0.304,0.492,-0.267,0.349
3274,3275,The Star Chamber,0.773,-0.314,-0.377,0.487,0.337,-0.238,-2.587,0.235,0.745,0.098
3275,3276,For Your Consideration,0.162,-1.293,-0.435,0.006,0.390,-0.713,-0.404,0.085,1.036,-1.576
3276,3277,Delirious,-0.339,-0.875,1.310,1.018,0.527,-0.280,0.311,0.174,0.759,0.476
3277,3278,Before Sunrise,-0.405,-1.227,0.719,0.171,-0.113,-1.128,0.071,0.786,-1.817,0.294
3278,3279,Aqua Teen Hunger Force Colon Movie Film for Theaters,0.046,-0.112,-0.350,-0.280,-0.175,-0.634,0.167,-0.858,0.687,0.830
3279,3280,The Grey Fox,-0.408,0.584,-0.088,-1.510,-0.021,0.746,0.392,-0.647,-0.701,-0.761
3280,3281,Heartbreak Hotel,-0.015,-1.092,-0.503,-1.199,-1.093,0.665,0.947,0.635,1.323,0.425
3281,3282,Downfall,-1.517,-0.672,-1.098,0.734,-0.623,-0.752,0.869,0.770,0.119,-0.281
3282,3283,Shine a Light,-0.324,0.410,0.105,0.850,-0.452,1.018,-0.138,0.585,-0.189,1.372
3283,3284,Slums of Beverly Hills,0.199,0.284,0.114,-0.148,-0.048,-0.157,-0.025,1.137,-0.416,0.457
3284,3285,A Scanner Darkly,0.797,0.549,0.390,1.522,0.215,0.355,0.646,-0.215,-0.070,0.507
3285,3286,Rescue Dawn,0.525,0.339,-0.901,-1.033,0.654,-0.104,0.180,-0.741,-0.224,-0.518
3286,3287,The Counterfeiters,-0.502,0.248,-0.027,-1.829,0.952,0.702,0.116,1.487,0.182,0.170
3287,3288,Little Children,-1.679,-0.013,-0.804,1.198,0.346,-0.625,-0.014,-0.519,0.077,-3.035
3288,3289,Gray Lady Down,0.627,-0.669,0.490,-1.696,1.048,-0.032,-0.835,-1.605,0.018,-0.928
3289,3290,Monkeybone,0.711,-0.551,0.171,-0.520,0.313,0.637,1.029,0.453,0.135,-1.047
3290,3291,Amores Perros,-0.572,0.083,-1.388,-1.019,0.465,-0.476,-0.107,1.262,1.424,-0.029
3291,3292,The Human Stain,0.958,0.265,-0.925,-0.588,0.602,-0.173,1.005,-0.516,-1.620,-0.771
3292,3293,The Guard,1.225,-0.408,0.441,-0.608,0.993,-0.605,0.378,0.801,-0.888,-1.858
3293,3294,Margin Call,0.897,-0.113,-0.514,-1.378,0.100,-1.629,0.243,-0.176,0.030,-0.330
3294,3295,The Truth About Charlie,-0.348,0.119,0.824,-0.551,0.218,-0.783,-0.015,0.719,-0.760,-0.058
3295,3296,Monkey Shines,-0.141,0.238,-0.233,-0.377,0.324,-0.038,0.145,-0.108,-0.584,-0.679
3296,3297,Once Upon a Time in America,-0.071,-0.723,-0.008,0.534,0.345,0.262,-0.259,0.022,-0.117,-0.042
3297,3298,Bread and Tulips,0.273,0.317,-0.489,-0.588,0.038,-1.397,0.198,-0.255,0.137,0.307
3298,3299,Made,0.513,-0.384,-0.123,0.258,-0.771,-0.381,0.564,-0.390,0.062,0.206
3299,3300,Whatever Works,-0.017,0.199,0.092,-0.363,0.291,-0.381,0.529,0.249,-0.845,-0.567
3300,3301,Cave of Forgotten Dreams,-0.533,0.353,-1.148,-0.236,-0.520,-0.442,0.494,-0.995,-0.182,-0.354
3301,3302,Hero and the Terror,-0.239,-0.485,-0.588,-0.008,0.104,-0.767,0.404,-1.109,-0.048,-0.597
3302,3303,Slackers,-0.026,-0.669,-0.205,0.007,0.526,0.325,0.744,-0.180,0.129,-0.525
3303,3304,The In Crowd,0.167,-0.687,-1.164,-0.069,-0.260,1.255,-0.025,-0.024,-0.479,0.212
3304,3305,Black and White,-0.417,0.125,-0.719,-0.836,0.547,-0.456,0.374,0.608,0.001,0.040
3305,3306,Gardens of Stone,-0.665,-0.297,-0.909,-0.094,0.705,-0.027,-0.139,0.012,-0.371,-0.406
3306,3307,Siegfried & Roy: The Magic Box,0.609,-0.150,-1.287,-0.207,0.520,0.332,0.149,0.454,0.098,-0.518
3307,3308,Venom,0.122,-0.004,-0.531,-0.476,-0.477,-0.259,-0.357,-0.572,0.185,0.052
3308,3309,Hollywood Shuffle,0.146,-0.064,0.514,-0.283,-0.470,0.249,-0.693,0.489,-0.061,0.185
3309,3310,Farewell My Concubine,0.290,-0.269,0.145,-0.754,0.098,-0.727,0.844,-0.391,0.375,0.553
3310,3311,In God We Trust,0.157,-0.511,-0.509,-1.063,0.364,-0.112,-0.427,-0.394,-0.865,-1.021
3311,3312,Bad Education,0.252,-0.929,-0.453,-1.023,0.239,-0.980,0.351,0.027,0.528,-0.093
3312,3313,Bandslam,0.619,-0.651,-0.171,-0.031,-0.026,0.618,-0.865,-0.495,-0.557,0.538
3313,3314,Formula 51,-0.059,0.062,-0.146,-0.266,-0.221,0.204,0.856,1.193,-0.389,0.136
3314,3315,Jane Eyre,-0.063,0.047,-0.106,-0.241,0.195,-0.352,0.020,-0.074,-0.492,0.003
3315,3316,Kellys Heroes,-0.052,-0.369,-0.833,-0.105,0.179,-0.051,-0.544,0.356,-0.241,0.185
3316,3317,The Girl Who Kicked the Hornets Nest,-0.631,0.523,-0.017,0.226,-0.515,0.519,-0.075,0.389,-0.309,0.341
3317,3318,Alone in the Dark,-0.791,-0.416,-0.250,-0.418,0.175,0.632,-0.209,0.267,0.075,0.162
3318,3319,Jack the Bear,-0.154,-0.302,0.149,0.722,-0.942,0.078,-0.168,0.081,-0.836,0.320
3319,3320,The Hotel New Hampshire,0.167,0.289,0.096,0.138,-0.006,-0.057,0.065,-0.120,0.410,-0.185
3320,3321,Birthday Girl,-0.495,-0.033,-0.089,0.231,-0.249,0.030,-0.207,-0.814,-0.520,-0.001
3321,3322,Butch and Sundance: The Early Days,-0.010,0.334,0.431,-0.322,-0.199,-1.560,-0.667,-0.038,-0.722,0.702
3322,3323,The Worlds Fastest Indian,-0.629,-1.098,0.723,0.510,-1.385,-0.172,-0.126,0.126,0.138,0.231
3323,3324,Grind,0.413,-0.469,-0.593,0.355,-0.173,-0.469,0.341,-0.069,-0.456,0.671
3324,3325,Les Invasions Barbares,0.126,-0.047,-1.058,0.267,-0.177,-0.726,0.401,0.704,0.127,-0.450
3325,3326,Gossip,0.447,-0.748,-0.705,-0.188,-0.354,-0.410,-0.012,-0.111,-0.069,0.355
3326,3327,Biutiful,-0.537,-0.027,-0.271,-0.408,-0.692,-1.357,0.088,-0.724,0.366,0.123
3327,3328,Out of Bounds,-0.518,-0.432,0.352,0.087,-0.527,-0.437,-0.205,0.034,-0.223,0.179
3328,3329,Sunshine,0.008,-0.672,-0.032,-0.251,0.179,-0.061,-0.123,0.034,-0.381,-0.088
3329,3330,Birth,-0.232,-0.123,0.277,0.320,0.483,0.013,0.251,-0.070,-0.617,-0.595
3330,3331,Ghost in the Machine,0.212,-0.393,0.315,-0.359,-0.717,0.472,-0.354,0.322,-0.629,0.291
3331,3332,Millers Crossing,0.011,-0.033,0.186,-0.231,0.043,-0.878,0.047,0.723,0.740,0.606
3332,3333,Celebrity,-0.210,-0.130,-0.092,0.923,-0.308,0.426,0.724,-0.202,-0.006,0.578
3333,3334,The Three Burials of Melquiades Estrada,0.311,0.562,-0.349,-0.453,-0.075,-1.171,-0.289,0.146,0.421,0.117
3334,3335,Woman on Top,0.224,-0.991,0.339,0.088,1.121,-0.091,0.120,0.344,0.052,-0.244
3335,3336,La Femme Nikita,-0.064,-0.091,0.510,-0.185,0.726,-0.760,0.372,-0.206,0.518,-0.450
3336,3337,Broken Embraces,0.766,0.284,0.226,-0.632,-0.138,0.377,-0.002,-0.310,0.158,0.007
3337,3338,Moon,-0.064,0.402,-0.581,-0.404,-0.324,-0.348,-0.525,-0.139,-0.106,0.584
3338,3339,Heavens Prisoners,-0.523,0.222,0.395,0.355,-0.458,0.370,0.641,0.169,0.308,0.170
3339,3340,Bubble Boy,-0.380,-0.091,0.457,0.077,0.936,-0.018,-0.624,-0.291,0.122,-0.021
3340,3341,I Am Love,0.474,0.670,0.608,0.275,0.389,-0.590,-0.156,-0.195,-0.331,0.357
3341,3342,Tempest,-0.003,0.167,0.503,0.981,-0.128,0.172,-0.172,0.123,-0.235,0.253
3342,3343,Club Dread,0.503,0.352,0.826,-0.235,0.348,1.285,0.639,0.401,0.265,-0.650
3343,3344,The Watcher in the Woods,0.108,-0.054,-0.398,-0.025,0.760,-0.451,0.545,0.464,-0.039,-0.098
3344,3345,Let It Ride,-0.210,0.419,0.009,-0.084,0.317,0.720,-0.127,0.867,0.189,0.966
3345,3346,Jakob the Liar,-0.768,-0.633,0.138,0.768,0.109,0.061,-0.279,0.603,-0.069,0.441
3346,3347,Stop Making Sense,0.397,0.388,-0.005,0.003,-0.984,-0.343,-0.247,0.463,0.024,-0.276
3347,3348,Girl 6,0.418,0.243,0.369,-0.487,-0.935,-0.031,-0.346,0.089,-0.201,0.096
3348,3349,From Justin to Kelly,0.013,0.420,-0.383,0.161,0.147,-0.496,-0.286,0.052,0.177,-0.832
3349,3350,Hilary and Jackie,0.571,0.820,0.018,0.130,-0.327,0.101,-0.576,-0.390,0.066,0.423
3350,3351,The Virgin Suicides,-0.310,-0.319,-0.082,0.668,0.009,0.699,1.045,0.493,0.082,-0.081
3351,3352,"Paris, je taime",0.073,-0.030,0.092,0.523,0.071,-0.571,0.557,0.766,-0.216,0.292
3352,3353,Players,0.336,-1.078,0.922,0.947,0.180,-0.347,0.078,0.108,0.470,1.620
3353,3354,Rainbow Brite and the Star Stealer,0.336,0.172,0.282,0.547,-0.441,0.374,0.700,0.190,0.665,0.485
3354,3355,Hamlet 2,0.635,0.147,-0.619,-0.090,-0.103,0.528,-0.958,0.466,-0.027,0.108
3355,3356,The Long Walk Home,0.120,0.139,-0.321,-0.506,-0.076,0.192,0.411,0.303,-0.539,0.092
3356,3357,Hollywood Ending,-0.380,-0.409,-0.109,0.396,-0.135,-0.196,0.052,0.054,-0.042,-0.284
3357,3358,Extreme Ops,0.631,0.062,1.182,0.412,0.621,0.070,-0.069,0.429,-0.300,-0.411
3358,3359,The Libertine,-0.155,0.597,-0.160,0.005,-0.424,-0.007,1.165,0.421,0.116,0.789
3359,3360,Maos Last Dancer,-0.623,0.193,0.097,1.039,-0.083,0.352,0.159,0.163,-0.099,0.138
3360,3361,Just Visiting,0.132,0.327,0.560,0.488,0.220,0.569,0.174,0.638,-0.137,0.211
3361,3362,Mansfield Park,-0.622,0.700,0.403,-0.210,-0.874,0.307,0.065,-1.264,-0.102,-0.386
3362,3363,In the Name of the King: A Dungeon Siege Tale,-0.107,0.622,1.285,0.534,0.232,-0.146,0.698,0.514,1.073,-0.197
3363,3364,The Good Mother,0.796,-0.227,-0.083,0.797,-5.473,0.500,-0.135,0.455,0.813,0.400
3364,3365,A Walk on the Moon,0.373,0.395,0.067,0.317,0.257,0.102,0.581,0.398,-0.670,0.064
3365,3366,In the Cut,0.877,0.507,0.427,0.590,0.111,0.762,0.359,0.408,1.008,1.417
3366,3367,"Grandview, USA",-0.053,-0.481,0.730,-0.104,1.048,-1.209,0.413,-0.094,0.656,0.953
3367,3368,Duets,0.275,0.427,0.419,0.054,0.115,0.343,0.940,0.706,0.880,0.555
3368,3369,Drugstore Cowboy,0.486,-0.194,-0.116,0.051,0.420,-0.178,0.846,-0.100,-0.067,0.056
3369,3370,Stealing Beauty,-0.230,-0.346,0.295,-0.313,0.196,-0.206,0.612,0.287,0.470,-0.644
3370,3371,The Other Side of Heaven,0.560,-0.244,-0.231,0.068,-0.393,0.795,1.023,-0.094,-0.708,-0.035
3371,3372,Your Friends and Neighbors,0.598,0.905,0.771,-0.208,-0.555,0.284,-0.266,-0.174,0.226,0.376
3372,3373,King Kong Lives,0.323,-0.262,0.144,0.040,0.175,0.144,0.162,-0.331,0.292,0.650
3373,3374,Howls Moving Castle,0.339,0.685,0.029,-0.434,-0.240,2.308,-0.292,0.192,-0.188,-0.446
3374,3375,Hamlet,0.684,0.446,-0.129,-1.059,0.602,0.164,0.053,-0.208,0.524,-0.334
3375,3376,Held Up,0.189,-0.314,-0.269,-0.512,0.138,-0.620,0.601,-0.260,1.578,-0.991
3376,3377,College,-0.299,-0.093,-0.601,-0.215,-0.508,-0.680,-0.655,-0.053,-0.175,-0.031
3377,3378,True Identity,1.061,-0.384,-0.976,-0.271,0.436,0.269,1.083,0.328,-0.719,0.819
3378,3379,National Lampoons Senior Trip,-0.260,-0.354,-0.443,0.528,0.890,-0.172,0.201,0.094,0.187,0.277
3379,3380,The Science of Sleep,1.948,0.880,0.129,0.495,2.312,-0.021,-0.314,-1.205,-0.079,-0.494
3380,3381,The Hitman,0.201,0.586,-0.097,-1.226,1.427,-0.408,0.253,0.573,0.335,0.725
3381,3382,Radio Flyer,-0.078,0.877,-0.452,0.848,0.445,-0.370,-0.144,-0.164,-0.609,0.631
3382,3383,Fire with Fire,-0.563,-0.112,-0.472,-0.153,-0.186,1.038,0.189,0.227,-0.125,0.140
3383,3384,Lets Go to Prison,-0.235,1.565,-0.724,-0.304,0.156,0.171,0.065,0.418,-0.024,0.423
3384,3385,Atlas Shrugged: Part I,-0.271,0.057,-0.315,-0.189,1.182,0.350,0.385,0.399,0.055,0.978
3385,3386,Lantana,0.066,0.229,0.553,-0.423,-0.089,-0.198,-0.756,0.724,-0.404,-0.774
3386,3387,Little Voice,1.001,0.333,-0.054,-0.639,0.633,0.133,1.335,-0.261,-0.298,0.493
3387,3388,Love in the Time of Cholera,-0.527,0.829,-0.191,0.480,0.266,0.114,0.295,0.029,0.861,-0.133
3388,3389,Les Boys,-1.708,0.680,-0.225,0.130,-0.639,-0.100,0.521,0.849,0.171,0.547
3389,3390,Thirteen,0.104,0.852,0.417,0.256,0.918,0.008,-0.154,0.374,-0.294,-0.037
3390,3391,The Lookout,0.968,0.512,0.024,0.941,0.723,0.476,0.309,0.445,-0.393,1.809
3391,3392,Deception,0.610,-0.378,-0.584,-0.411,-0.393,-0.121,1.002,-0.443,-0.185,0.183
3392,3393,Sunset,-1.592,-0.012,-0.141,0.621,-0.286,-1.227,0.261,0.866,0.283,-0.557
3393,3394,Touching the Void,-0.842,-0.177,-1.480,0.512,-0.398,0.196,0.714,0.167,-0.759,1.034
3394,3395,The Magdalene Sisters,0.464,1.049,1.007,-0.219,0.436,0.040,-0.523,-0.329,-0.601,0.105
3395,3396,Made in Heaven,-0.231,-0.033,-0.345,0.250,-0.208,-1.102,0.595,-0.759,-0.342,0.914
3396,3397,Away from Her,-0.059,0.636,0.661,1.445,1.774,1.126,0.396,-0.147,-0.422,-0.380
3397,3398,Welcome to the Dollhouse,0.228,-0.788,-0.490,0.024,0.279,0.138,-1.493,-0.246,0.713,-0.156
3398,3399,Ong Bak: The Thai Warrior,-0.027,-0.676,-0.860,-0.017,-0.985,-0.568,0.141,-1.321,-1.069,0.445
3399,3400,Graffiti Bridge,0.098,0.114,0.923,-0.122,-0.531,0.929,1.549,0.321,0.299,-0.097
3400,3401,Mumford,-0.214,0.243,0.289,0.567,-0.516,0.455,1.073,-0.028,0.434,-0.949
3401,3402,Swingers,-0.052,0.367,-0.709,-0.453,0.124,-0.673,-0.480,0.138,0.060,0.169
3402,3403,Death Before Dishonor,-0.122,0.456,0.207,0.422,0.681,0.418,0.539,-1.925,0.465,1.501
3403,3404,Italian for Beginners,-0.274,-0.063,-0.300,-0.688,0.012,0.093,0.330,0.397,0.481,0.750
3404,3405,Miss March,-0.562,-0.385,-0.583,-0.606,0.305,0.333,-0.222,1.184,0.194,-0.246
3405,3406,Talk to Me,-1.845,-0.294,0.895,0.230,-0.788,-0.612,-0.571,0.806,0.516,0.281
3406,3407,Kickin It Old Skool,0.806,1.359,1.114,-0.609,-0.642,-0.032,-0.485,-1.120,0.471,0.085
3407,3408,Bound by Honor,-1.016,0.064,0.460,-0.300,0.039,0.169,0.045,0.125,-0.626,-0.911
3408,3409,Curse of the Pink Panther,-0.113,0.168,-0.207,0.937,-0.385,-1.433,0.105,0.062,-0.382,-1.864
3409,3410,Flawless,-0.605,-2.419,-1.351,-0.513,1.169,0.800,0.103,-0.675,-0.299,-0.053
3410,3411,Mindhunters,-0.456,1.048,-0.202,-0.972,-0.859,0.611,0.347,-0.692,0.340,-0.084
3411,3412,Tortilla Soup,-0.899,-0.093,-2.634,-0.441,-0.919,0.744,-1.203,-1.010,1.298,1.080
3412,3413,Anonymous,-0.149,-0.335,-0.077,-0.206,-0.163,-0.010,-0.483,-0.274,0.732,-0.165
3413,3414,Persepolis,-0.063,0.131,-0.100,-0.131,0.039,0.182,-0.102,0.572,-0.645,0.075
3414,3415,Bright Star,0.135,-0.076,0.058,-0.504,0.303,0.088,-0.649,0.327,-0.627,-0.327
3415,3416,Flash of Genius,0.290,-0.194,0.232,0.540,-0.042,-0.296,0.283,0.420,-0.542,-0.433
3416,3417,The Company Men,-0.170,-1.608,-0.068,-0.091,-0.343,0.294,0.155,-0.148,-0.377,-0.052
3417,3418,Spartan,-0.476,-0.184,0.387,-0.008,-0.585,-0.225,0.179,0.439,0.308,0.474
3418,3419,2 Days in Paris,-0.353,0.613,0.023,-0.472,-0.406,-0.298,-0.276,-0.548,-0.535,-0.135
3419,3420,The Way,0.337,-0.228,0.138,-0.012,0.562,0.152,0.473,0.118,0.201,0.170
3420,3421,Beyond Borders,-0.023,-0.318,-0.342,0.404,0.111,0.919,-0.234,0.075,0.471,0.066
3421,3422,The Adventures of Pluto Nash,-0.830,0.238,0.453,0.384,-0.552,-0.149,0.717,-0.626,0.157,-0.401
3422,3423,Simply Irresistible,-0.036,0.732,0.687,-0.507,0.270,0.815,-0.578,0.008,0.633,0.225
3423,3424,Babettes Feast,0.318,0.172,-0.286,0.088,-0.034,-0.140,-1.014,0.208,0.444,0.144
3424,3425,Black Book,0.230,0.395,0.224,-0.487,-0.200,0.375,-0.707,-0.497,-0.288,-0.123
3425,3426,The Company of Wolves,-0.086,0.371,0.366,0.232,0.503,0.020,0.043,-0.168,0.235,-0.021
3426,3427,Seven Days in Utopia,-0.194,-1.568,-0.643,0.289,-0.478,-0.064,0.024,0.602,0.009,0.216
3427,3428,A Life Less Ordinary,0.341,-0.089,0.838,-0.013,-0.499,-0.306,-0.047,-0.611,-0.318,0.351
3428,3429,On the Line,1.184,-0.153,0.011,0.645,0.386,-0.247,-0.515,-0.384,-0.250,-0.276
3429,3430,Solitary Man,0.586,0.309,-1.288,0.705,0.257,-0.308,0.642,0.491,-0.346,0.605
3430,3431,Mr. Nanny,0.159,1.013,-0.110,-0.034,-0.034,0.178,1.224,0.064,-0.112,0.262
3431,3432,Staying Together,0.182,-0.784,-0.418,-0.212,-0.496,-0.609,-0.425,-0.141,-0.780,0.417
3432,3433,The Tao of Steve,-0.226,-0.083,-0.567,-0.831,0.184,-0.991,0.030,-0.464,0.286,0.251
3433,3434,Keeping Up with the Steins,0.042,-0.206,-0.530,-0.330,0.927,0.488,-0.180,-0.023,-0.605,-0.356
3434,3435,Hear My Song,-0.300,-0.336,-0.088,0.371,-0.669,0.023,-0.057,-0.187,-0.503,0.084
3435,3436,Inside Job,0.422,0.205,-0.302,0.680,-1.520,0.893,1.440,-0.274,-0.451,-0.820
3436,3437,Trenchcoat,-0.050,-0.092,-0.196,-0.056,-0.318,0.033,-1.556,-0.497,0.566,-0.366
3437,3438,Enigma,0.239,0.862,-0.117,0.008,0.109,-0.357,0.676,0.842,0.413,0.936
3438,3439,National Lampoons Van Wilder: The Rise of Taj,0.696,-0.098,0.956,0.933,-0.155,-0.227,0.724,-1.065,0.039,0.420
3439,3440,Catch a Fire,0.538,-0.141,-0.024,0.403,0.102,0.415,0.410,0.091,-0.829,0.484
3440,3441,Goal! The Dream Begins,0.260,0.472,-0.173,0.085,0.802,0.398,-0.131,-0.185,-0.348,0.008
3441,3442,Glitter,-0.105,0.190,-0.085,-0.364,0.025,-0.442,0.693,0.619,0.238,-0.140
3442,3443,"Jeff, Who Lives at Home",0.124,0.103,0.452,0.389,0.517,-0.011,-0.471,0.336,-0.129,-0.739
3443,3444,Four Rooms,-0.653,0.140,-0.078,-0.135,-0.100,-0.279,0.438,0.183,0.388,-0.028
3444,3445,"Kiss Kiss, Bang Bang",-0.256,0.434,-0.180,0.378,0.155,-0.244,-0.233,-0.140,-1.381,-0.464
3445,3446,Before Night Falls,0.092,0.279,0.342,-0.069,0.596,-0.238,-0.262,-0.171,-0.125,-0.146
3446,3447,Greenberg,-0.475,0.202,-0.229,-0.327,0.158,-1.182,-0.892,-0.037,0.468,-0.504
3447,3448,Roadie,-0.289,0.921,0.006,-0.052,-0.007,0.652,-0.019,0.391,0.732,-0.853
3448,3449,Left Behind,-0.646,-0.036,-0.513,-0.448,-0.218,-0.281,0.642,-0.526,-0.069,0.111
3449,3450,Lovely and Amazing,1.298,-0.671,-0.247,-0.502,0.450,-0.240,0.540,-0.223,-0.099,-0.340
3450,3451,Detroit Rock City,0.218,0.081,0.283,-0.232,2.446,-0.053,-0.196,-0.277,-0.342,0.118
3451,3452,Popcorn,0.026,0.322,0.564,0.459,-0.158,0.067,0.109,-0.285,0.106,-0.118
3452,3453,The Fog of War,0.013,-0.293,0.012,-0.134,-0.812,-0.525,-0.577,-1.677,-0.345,-0.094
3453,3454,Gloria,-0.157,0.487,-0.493,0.172,-0.508,0.378,0.661,0.497,0.329,0.221
3454,3455,ESPNs Ultimate X,-1.419,0.149,0.162,-0.001,0.400,0.090,-0.353,0.127,-0.589,-1.744
3455,3456,Sweet and Lowdown,-0.585,-0.342,0.166,-0.267,-0.145,0.986,0.397,0.649,0.762,1.953
3456,3457,To Gillian on Her 37th Birthday,0.451,0.075,-0.227,-0.184,0.080,-1.620,-0.436,-0.200,-0.174,0.560
3457,3458,Dancer in the Dark,-0.105,-0.426,0.227,1.093,0.736,0.017,0.308,0.066,0.209,-0.439
3458,3459,A Day Without a Mexican,-0.922,0.744,-0.509,-1.144,0.346,0.020,-0.055,-0.715,-0.868,-0.360
3459,3460,East is East,0.818,-0.114,0.677,-0.609,0.270,0.407,-0.110,-0.143,-0.688,0.108
3460,3461,Goon,-0.592,0.388,0.321,0.607,-0.254,-0.161,-1.174,0.121,-0.991,0.406
3461,3462,Priest,1.592,0.465,0.514,-0.773,0.839,-0.634,-0.148,0.555,0.085,0.532
3462,3463,Twin Peaks Fire Walk with Me,-0.424,0.599,-0.240,-0.264,-0.272,0.854,-0.428,-0.451,-0.115,-0.295
3463,3464,Mostly Martha,-0.206,-0.880,-0.858,-0.021,-0.380,0.890,-0.433,-0.582,-0.419,0.408
3464,3465,Whipped,0.021,-0.311,0.246,-0.182,0.853,1.350,-0.116,0.073,-0.531,0.146
3465,3466,Good Hair,-0.452,0.424,0.014,0.041,-0.536,0.551,0.399,0.020,-0.531,-0.242
3466,3467,Idle Hands,0.062,0.267,-0.157,-0.357,0.396,0.893,-1.032,-0.268,-0.841,-0.348
3467,3468,Godzilla 1985,-0.205,-0.319,-0.405,-0.507,0.375,-0.399,0.063,-1.252,0.144,0.274
3468,3469,The Raid: Redemption,0.174,-0.173,-0.085,0.052,-0.270,-0.176,-0.296,0.680,-0.502,-0.261
3469,3470,Tie Me Up! Tie Me Down!,-0.539,-0.483,0.296,0.193,-0.267,0.177,0.274,0.712,-0.284,0.422
3470,3471,Bottle Shock,0.952,0.188,0.120,0.102,0.501,0.095,0.402,-0.591,-0.002,-0.002
3471,3472,Meet Wally Sparks,-0.562,0.522,0.517,0.375,0.480,-0.470,0.460,-1.007,0.099,-0.680
3472,3473,Enron: The Smartest Guys in the Room,0.369,0.120,0.190,-0.493,0.529,0.198,0.129,-0.027,-0.696,-0.768
3473,3474,The Dinner Game,-0.770,-0.324,-0.806,0.371,0.200,-0.527,0.004,0.130,0.189,0.213
3474,3475,The Gospel of John,-0.170,-0.611,-0.377,0.239,0.249,0.584,0.533,-0.687,1.092,0.061
3475,3476,"Good Bye, Lenin!",-0.492,0.158,-0.230,-0.011,0.167,0.713,-0.005,-0.920,-0.231,-0.033
3476,3477,Secretary,0.240,-0.197,-0.211,0.376,-0.840,0.411,-0.623,-0.600,0.501,0.007
3477,3478,Gloria,0.593,0.524,0.094,-0.283,-0.160,0.344,-0.206,-0.148,0.456,-0.232
3478,3479,The Anniversary Party,-0.153,-0.917,-0.846,1.066,0.680,-0.556,-0.579,0.504,0.362,-0.664
3479,3480,Buck,0.080,-0.383,0.013,0.448,0.423,0.291,-0.819,-1.072,-0.504,-0.253
3480,3481,Please Give,-0.189,0.109,0.159,-0.058,0.074,0.867,0.090,0.006,0.695,-0.557
3481,3482,Mountains of the Moon,1.367,0.357,0.128,-0.013,-0.071,0.993,-0.175,0.980,0.210,-0.455
3482,3483,Safety Not Guaranteed,0.582,0.221,-0.460,0.408,0.893,-0.100,0.369,0.092,0.621,0.623
3483,3484,Kings Ransom,-0.259,-0.353,0.133,-0.598,-0.764,0.308,-0.140,-0.081,-0.104,0.973
3484,3485,P2,0.107,0.295,0.012,0.258,-0.578,-0.063,-0.219,-0.561,0.586,-0.044
3485,3486,Young@Heart,1.024,-0.280,0.023,0.418,0.265,0.006,-0.769,-0.408,-0.259,-0.185
3486,3487,"Welcome Home, Roxy Carmichael",-0.002,0.648,0.324,0.467,0.382,0.097,-0.587,0.278,1.055,1.972
3487,3488,BAT-21,0.395,-0.373,-0.494,0.651,-0.571,0.115,0.325,0.438,-0.156,0.435
3488,3489,Loverboy,-0.031,0.444,-0.469,0.112,-0.487,-0.474,0.550,0.359,-0.231,0.134
3489,3490,The Winslow Boy,-0.123,0.556,-0.926,0.207,-0.950,0.545,0.015,-0.154,-0.321,0.782
3490,3491,Of Gods and Men,0.197,0.021,0.742,-0.277,0.103,-0.103,0.544,-1.088,-0.668,0.037
3491,3492,Phantom of the Opera,0.106,-0.695,-0.564,0.214,0.450,0.238,-0.290,-0.454,-1.120,0.626
3492,3493,Charlie Bartlett,-0.152,-0.108,-1.070,0.906,-0.815,-0.729,-0.411,0.934,0.576,-0.272
3493,3494,China: The Panda Adventure,-0.264,-0.013,-0.539,-0.058,-0.608,0.431,-0.232,0.404,-0.576,-0.578
3494,3495,Earth Girls Are Easy,-0.347,1.158,0.049,-0.051,0.234,-0.041,-0.268,0.355,0.690,-0.048
3495,3496,The Assassination of Jesse James by the Coward Robert Ford,0.466,-1.469,-0.585,0.244,-0.154,0.111,-0.734,1.024,-0.344,-0.769
